Country;Year;Series;Value
Georgia;2005;Population density;60.5867
Georgia;2010;Population mid-year estimates (millions);4.0991
Georgia;2010;Population mid-year estimates for males (millions);1.9530
Georgia;2010;Population mid-year estimates for females (millions);2.1461
Georgia;2010;Sex ratio (males per 100 females);91.0033
Georgia;2010;Population aged 0 to 14 years old (percentage);17.9550
Georgia;2010;Population aged 60+ years old (percentage);18.9285
Georgia;2010;Population density;58.9883
Georgia;2017;Population mid-year estimates (millions);4.0087
Georgia;2017;Population mid-year estimates for males (millions);1.9135
Georgia;2017;Population mid-year estimates for females (millions);2.0952
Georgia;2017;Sex ratio (males per 100 females);91.3288
Georgia;2017;Population aged 0 to 14 years old (percentage);19.5291
Georgia;2017;Population aged 60+ years old (percentage);20.6682
Georgia;2017;Population density;57.6877
Georgia;2017;Surface area (thousand km2);69.7000
Georgia;2019;Population mid-year estimates (millions);3.9968
Georgia;2019;Population mid-year estimates for males (millions);1.9057
Georgia;2019;Population mid-year estimates for females (millions);2.0910
Georgia;2019;Sex ratio (males per 100 females);91.1394
Georgia;2019;Population aged 0 to 14 years old (percentage);20.0314
Georgia;2019;Population aged 60+ years old (percentage);21.2072
Georgia;2019;Population density;57.5157
Germany;2005;Population mid-year estimates (millions);81.6027
Germany;2005;Population mid-year estimates for males (millions);39.8735
Germany;2005;Population mid-year estimates for females (millions);41.7293
Germany;2005;Sex ratio (males per 100 females);95.5528
Germany;2005;Population aged 0 to 14 years old (percentage);14.4166
Germany;2005;Population aged 60+ years old (percentage);24.8652
Germany;2005;Population density;234.1139
Germany;2010;Population mid-year estimates (millions);80.8270
Germany;2010;Population mid-year estimates for males (millions);39.6188
Germany;2010;Population mid-year estimates for females (millions);41.2082
Germany;2010;Sex ratio (males per 100 females);96.1431
Germany;2010;Population aged 0 to 14 years old (percentage);13.5684
Germany;2010;Population aged 60+ years old (percentage);26.0742
Germany;2010;Population density;231.8883
Germany;2017;Population mid-year estimates (millions);82.6584
Germany;2017;Population mid-year estimates for males (millions);40.7377
Germany;2017;Population mid-year estimates for females (millions);41.9207
Germany;2017;Sex ratio (males per 100 females);97.1781
Germany;2017;Population aged 0 to 14 years old (percentage);13.4507
Germany;2017;Population aged 60+ years old (percentage);27.9017
Germany;2017;Population density;237.1426
Germany;2017;Surface area (thousand km2);357.3760
Germany;2019;Population mid-year estimates (millions);83.5170
Germany;2019;Population mid-year estimates for males (millions);41.2491
Germany;2019;Population mid-year estimates for females (millions);42.2679
Germany;2019;Sex ratio (males per 100 females);97.5896
Germany;2019;Population aged 0 to 14 years old (percentage);13.7995
Germany;2019;Population aged 60+ years old (percentage);28.3472
Germany;2019;Population density;239.6059
Ghana;2005;Population mid-year estimates (millions);21.8146
Ghana;2005;Population mid-year estimates for males (millions);11.0192
Ghana;2005;Population mid-year estimates for females (millions);10.7955
Ghana;2005;Sex ratio (males per 100 females);102.0726
Ghana;2005;Population aged 0 to 14 years old (percentage);40.8672
Ghana;2005;Population aged 60+ years old (percentage);4.4473
Ghana;2005;Population density;95.8717
Ghana;2010;Population mid-year estimates (millions);24.7796
Ghana;2010;Population mid-year estimates for males (millions);12.5334
Ghana;2010;Population mid-year estimates for females (millions);12.2462
Ghana;2010;Sex ratio (males per 100 females);102.3449
Ghana;2010;Population aged 0 to 14 years old (percentage);39.2865
Ghana;2010;Population aged 60+ years old (percentage);4.6175
Ghana;2010;Population density;108.9023
Ghana;2017;Population mid-year estimates (millions);29.1215
Ghana;2017;Population mid-year estimates for males (millions);14.7548
Ghana;2017;Population mid-year estimates for females (millions);14.3667
Ghana;2017;Sex ratio (males per 100 females);102.7016
Ghana;2017;Population aged 0 to 14 years old (percentage);37.8200
Ghana;2017;Population aged 60+ years old (percentage);4.9287
Ghana;2017;Population density;127.9839
Ghana;2017;Surface area (thousand km2);238.5370
Ghana;2019;Population mid-year estimates (millions);30.4179
Ghana;2019;Population mid-year estimates for males (millions);15.4161
Ghana;2019;Population mid-year estimates for females (millions);15.0018
Ghana;2019;Sex ratio (males per 100 females);102.7618
Ghana;2019;Population aged 0 to 14 years old (percentage);37.3649
Ghana;2019;Population aged 60+ years old (percentage);5.1552
Ghana;2019;Population density;133.6814
Gibraltar;2001;Population mid-year estimates (millions);0.0314
Gibraltar;2001;Sex ratio (males per 100 females);98.5055
Gibraltar;2001;Population aged 0 to 14 years old (percentage);18.4106
Gibraltar;2001;Population aged 60+ years old (percentage);20.5019
Gibraltar;2001;Population density;3137.4000
Gibraltar;2005;Population mid-year estimates (millions);0.0321
Gibraltar;2005;Sex ratio (males per 100 females);97.2744
Gibraltar;2005;Population density;3208.5000
Gibraltar;2010;Population mid-year estimates (millions);0.0332
Gibraltar;2010;Sex ratio (males per 100 females);99.1582
Gibraltar;2010;Population density;3318.9000
Gibraltar;2012;Population mid-year estimates (millions);0.0336
Gibraltar;2012;Sex ratio (males per 100 females);99.5537
Gibraltar;2012;Population aged 0 to 14 years old (percentage);18.1183
Gibraltar;2012;Population aged 60+ years old (percentage);22.3613
Gibraltar;2012;Population density;3362.3000
Gibraltar;2015;Population mid-year estimates (millions);0.0342
Gibraltar;2015;Sex ratio (males per 100 females);101.8215
Gibraltar;2015;Population density;3422.8000
Gibraltar;2015;Surface area (thousand km2);0.0060
Gibraltar;2017;Population mid-year estimates (millions);0.0346
Gibraltar;2017;Population density;3457.1000
Gibraltar;2017;Surface area (thousand km2);0.0060
Gibraltar;2019;Population mid-year estimates (millions);0.0337
Gibraltar;2019;Population density;3370.1000
Greece;2005;Population mid-year estimates (millions);11.2248
Greece;2005;Population mid-year estimates for males (millions);5.5564
Greece;2005;Population mid-year estimates for females (millions);5.6684
Greece;2005;Sex ratio (males per 100 females);98.0247
Greece;2005;Population aged 0 to 14 years old (percentage);14.7285
Greece;2005;Population aged 60+ years old (percentage);22.5970
Greece;2005;Population density;87.0814
Greece;2010;Population mid-year estimates (millions);10.8876
Greece;2010;Population mid-year estimates for males (millions);5.3486
Greece;2010;Population mid-year estimates for females (millions);5.5391
Greece;2010;Sex ratio (males per 100 females);96.5602
Greece;2010;Population aged 0 to 14 years old (percentage);15.0550
Greece;2010;Population aged 60+ years old (percentage);24.8238
Greece;2010;Population density;84.4658
Greece;2017;Population mid-year estimates (millions);10.5695
Greece;2017;Population mid-year estimates for males (millions);5.1883
Greece;2017;Population mid-year estimates for females (millions);5.3812
Greece;2017;Sex ratio (males per 100 females);96.4151
Greece;2017;Population aged 0 to 14 years old (percentage);14.2048
Greece;2017;Population aged 60+ years old (percentage);27.3759
Greece;2017;Population density;81.9973
Greece;2017;Surface area (thousand km2);131.9570
Greece;2019;Population mid-year estimates (millions);10.4735
Greece;2019;Population mid-year estimates for males (millions);5.1405
Greece;2019;Population mid-year estimates for females (millions);5.3329
Greece;2019;Sex ratio (males per 100 females);96.3920
Greece;2019;Population aged 0 to 14 years old (percentage);13.8966
Greece;2019;Population aged 60+ years old (percentage);28.2980
Greece;2019;Population density;81.2526
Greenland;2005;Population mid-year estimates (millions);0.0570
Greenland;2005;Sex ratio (males per 100 females);113.3633
Greenland;2005;Population aged 0 to 14 years old (percentage);24.9530
Greenland;2005;Population aged 60+ years old (percentage);9.6180
Greenland;2005;Population density;0.1388
Greenland;2010;Population mid-year estimates (millions);0.0566
Greenland;2010;Sex ratio (males per 100 females);112.5738
Greenland;2010;Population aged 0 to 14 years old (percentage);22.5678
Greenland;2010;Population aged 60+ years old (percentage);10.8828
Greenland;2010;Population density;0.1380
Greenland;2016;Population mid-year estimates (millions);0.0564
Greenland;2016;Sex ratio (males per 100 females);112.1427
Greenland;2016;Population aged 0 to 14 years old (percentage);20.9910
Greenland;2016;Population aged 60+ years old (percentage);13.1759
Greenland;2016;Population density;0.1374
Greenland;2017;Population mid-year estimates (millions);0.0565
Greenland;2017;Population density;0.1376
Greenland;2017;Surface area (thousand km2);2166.0860
Greenland;2019;Population mid-year estimates (millions);0.0567
Greenland;2019;Population density;0.1381
Grenada;2005;Population mid-year estimates (millions);0.1047
Grenada;2005;Population mid-year estimates for males (millions);0.0525
Grenada;2005;Population mid-year estimates for females (millions);0.0522
Grenada;2005;Sex ratio (males per 100 females);100.6288
Grenada;2005;Population aged 0 to 14 years old (percentage);28.1174
Grenada;2005;Population aged 60+ years old (percentage);11.5439
Grenada;2005;Population density;307.8265
Grenada;2010;Population mid-year estimates (millions);0.1062
Grenada;2010;Population mid-year estimates for males (millions);0.0537
Grenada;2010;Population mid-year estimates for females (millions);0.0526
Grenada;2010;Sex ratio (males per 100 females);102.1062
Grenada;2010;Population aged 0 to 14 years old (percentage);23.9681
Grenada;2010;Population aged 60+ years old (percentage);13.2831
Grenada;2010;Population density;312.4500
Grenada;2017;Population mid-year estimates (millions);0.1109
Grenada;2017;Population mid-year estimates for males (millions);0.0559
Grenada;2017;Population mid-year estimates for females (millions);0.0550
Grenada;2017;Sex ratio (males per 100 females);101.6514
Grenada;2017;Population aged 0 to 14 years old (percentage);23.3644
Grenada;2017;Population aged 60+ years old (percentage);14.0060
Grenada;2017;Population density;326.1000
Grenada;2017;Surface area (thousand km2);0.3450
Grenada;2019;Population mid-year estimates (millions);0.1120
Grenada;2019;Population mid-year estimates for males (millions);0.0564
Grenada;2019;Population mid-year estimates for females (millions);0.0556
Grenada;2019;Sex ratio (males per 100 females);101.5294
Grenada;2019;Population aged 0 to 14 years old (percentage);23.7172
Grenada;2019;Population aged 60+ years old (percentage);14.5898
Grenada;2019;Population density;329.4206
Guadeloupe;2005;Population mid-year estimates (millions);0.4029
Guadeloupe;2005;Population mid-year estimates for males (millions);0.1901
Guadeloupe;2005;Population mid-year estimates for females (millions);0.2128
Guadeloupe;2005;Sex ratio (males per 100 females);89.3403
Guadeloupe;2005;Population aged 0 to 14 years old (percentage);23.3706
Guadeloupe;2005;Population aged 60+ years old (percentage);16.2029
Guadeloupe;2005;Population density;247.4840
Guadeloupe;2010;Population mid-year estimates (millions);0.4061
Guadeloupe;2010;Population mid-year estimates for males (millions);0.1886
Guadeloupe;2010;Population mid-year estimates for females (millions);0.2175
Guadeloupe;2010;Sex ratio (males per 100 females);86.6856
Guadeloupe;2010;Population aged 0 to 14 years old (percentage);22.4552
Guadeloupe;2010;Population aged 60+ years old (percentage);19.1425
Guadeloupe;2010;Population density;249.4294
Guadeloupe;2017;Population mid-year estimates (millions);0.3997
Guadeloupe;2017;Population mid-year estimates for males (millions);0.1849
Guadeloupe;2017;Population mid-year estimates for females (millions);0.2148
Guadeloupe;2017;Sex ratio (males per 100 females);86.0660
Guadeloupe;2017;Population aged 0 to 14 years old (percentage);19.4479
Guadeloupe;2017;Population aged 60+ years old (percentage);24.0577
Guadeloupe;2017;Population density;245.4988
Guadeloupe;2017;Surface area (thousand km2);1.7050
Guadeloupe;2019;Population mid-year estimates (millions);0.4001
Guadeloupe;2019;Population mid-year estimates for males (millions);0.1847
